angle_rad,band,kx_Ainv,ky_Ainv,sx,sy,sz,helicity
2.1816615649929116,lower,-0.028678821817552293,0.04095760221444961,0.760563579413339,0.5325523515929786,-0.37139067635410383,-0.9284766908852595
2.1816615649929116,upper,-0.028678821817552293,0.04095760221444961,-0.760563579413339,-0.5325523515929786,0.37139067635410355,0.9284766908852595
2.2689280275926285,lower,-0.03213938048432697,0.0383022221559489,0.7112544096181501,0.5968133127838038,-0.3713906763541037,-0.9284766908852595
2.2689280275926285,upper,-0.03213938048432697,0.0383022221559489,-0.7112544096181502,-0.5968133127838039,0.37139067635410355,0.9284766908852596
2.356194490192345,lower,-0.035355339059327376,0.03535533905932738,0.6565321642986128,0.6565321642986128,-0.3713906763541034,-0.9284766908852593
2.356194490192345,upper,-0.035355339059327376,0.03535533905932738,-0.6565321642986128,-0.6565321642986128,0.3713906763541037,0.9284766908852593
2.443460952792061,lower,-0.038302222155948897,0.032139380484326976,0.5968133127838039,0.71125440961815,-0.37139067635410367,-0.9284766908852595
2.443460952792061,upper,-0.038302222155948897,0.032139380484326976,-0.5968133127838039,-0.71125440961815,0.3713906763541036,0.9284766908852595
2.5307274153917776,lower,-0.04095760221444958,0.02867882181755232,0.5325523515929792,0.7605635794133383,-0.37139067635410394,-0.9284766908852593
2.5307274153917776,upper,-0.04095760221444958,0.02867882181755232,-0.5325523515929792,-0.7605635794133384,0.3713906763541037,0.9284766908852595
2.6179938779914944,lower,-0.04330127018922194,0.024999999999999998,0.4642383454426295,0.8040844011283462,-0.3713906763541034,-0.9284766908852593
2.6179938779914944,upper,-0.04330127018922194,0.024999999999999998,-0.4642383454426295,-0.8040844011283462,0.37139067635410355,0.9284766908852593
2.705260340591211,lower,-0.0453153893518325,0.021130913087034978,0.39239120516868525,0.8414856550313312,-0.37139067635410417,-0.9284766908852596
2.705260340591211,upper,-0.0453153893518325,0.021130913087034978,-0.39239120516868525,-0.8414856550313311,0.3713906763541037,0.9284766908852595
2.792526803190927,lower,-0.04698463103929542,0.017101007166283443,0.31755773089111916,0.8724826949965971,-0.371390676354104,-0.9284766908852594
2.792526803190927,upper,-0.04698463103929542,0.017101007166283443,-0.3175577308911191,-0.872482694996597,0.3713906763541038,0.9284766908852593
2.8797932657906435,lower,-0.04829629131445341,0.01294095225512605,0.24030745053487138,0.896839614833484,-0.37139067635410355,-0.9284766908852594
