angle_rad,band,kx_Ainv,ky_Ainv,sx,sy,sz,helicity
0.0,lower,0.05,0.0,0.0,-0.9999999999999998,0.0,-0.9999999999999998
0.0,upper,0.05,0.0,0.0,0.9999999999999998,0.0,0.9999999999999998
0.08726646259971647,lower,0.04980973490458728,0.004357787137382908,0.08715574274765812,-0.9961946980917453,5.551115123125783e-17,-0.9999999999999998
0.08726646259971647,upper,0.04980973490458728,0.004357787137382908,-0.08715574274765812,0.9961946980917453,5.551115123125783e-17,0.9999999999999998
0.17453292519943295,lower,0.0492403876506104,0.008682408883346517,0.17364817766693028,-0.984807753012208,-1.6653345369377348e-16,-1.0
0.17453292519943295,upper,0.0492403876506104,0.008682408883346517,-0.17364817766693028,0.984807753012208,-1.6653345369377348e-16,1.0
0.2617993877991494,lower,0.04829629131445342,0.012940952255126037,0.2588190451025207,-0.9659258262890682,-1.1102230246251565e-16,-1.0
0.2617993877991494,upper,0.04829629131445342,0.012940952255126037,-0.2588190451025207,0.9659258262890682,-1.1102230246251565e-16,1.0
0.3490658503988659,lower,0.04698463103929543,0.017101007166283436,0.3420201433256686,-0.9396926207859084,-1.6653345369377348e-16,-0.9999999999999999
0.3490658503988659,upper,0.04698463103929543,0.017101007166283436,-0.3420201433256686,0.9396926207859084,-1.6653345369377348e-16,0.9999999999999999
0.4363323129985824,lower,0.0453153893518325,0.021130913087034974,0.4226182617406994,-0.9063077870366498,-1.1102230246251565e-16,-0.9999999999999998
0.4363323129985824,upper,0.0453153893518325,0.021130913087034974,-0.4226182617406994,0.9063077870366498,-1.1102230246251565e-16,0.9999999999999998
0.5235987755982988,lower,0.04330127018922194,0.024999999999999998,0.49999999999999967,-0.8660254037844385,1.1102230246251565e-16,-0.9999999999999997
0.5235987755982988,upper,0.04330127018922194,0.024999999999999998,-0.49999999999999967,0.8660254037844385,1.1102230246251565e-16,0.9999999999999997
0.6108652381980153,lower,0.04095760221444959,0.028678821817552304,0.5735764363510462,-0.8191520442889916,-5.551115123125783e-17,-0.9999999999999998
